date,day,nominations_close,options,scratchings_close,status,time_slot,track,url
04/03/2019,Monday,28/02/2019 08:00:00 AM,,03/03/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/405024434
04/03/2019,Monday,28/02/2019 10:00:00 AM,,04/03/2019 08:30:00 AM,Results Finalised,Night,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/405024963
04/03/2019,Monday,28/02/2019 09:00:00 AM,,04/03/2019 08:30:00 AM,Results Finalised,Twilight,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/410055480
05/03/2019,Tuesday,28/02/2019 11:00:00 AM,,05/03/2019 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/314366292
05/03/2019,Tuesday,01/03/2019 08:00:00 AM,,05/03/2019 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/314366345
05/03/2019,Tuesday,01/03/2019 08:00:00 AM,,05/03/2019 08:30:00 AM,Results Finalised,Twilight,Geelong,https://fasttrack.grv.org.au/Meeting/Details/405024435
06/03/2019,Wednesday,01/03/2019 11:00:00 AM,,06/03/2019 08:30:00 AM,Results Finalised,Night,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/314366295
06/03/2019,Wednesday,01/03/2019 11:00:00 AM,,06/03/2019 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/314366296
06/03/2019,Wednesday,04/03/2019 08:00:00 AM,,05/03/2019 04:00:00 PM,Results Finalised,Day,Meadows (MEP),https://fasttrack.grv.org.au/Meeting/Details/314366297
06/03/2019,Wednesday,04/03/2019 11:00:00 AM,,06/03/2019 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/405023436
07/03/2019,Thursday,04/03/2019 02:00:00 PM,,07/03/2019 08:30:00 AM,Results Finalised,Night,Sandown Park,https://fasttrack.grv.org.au/Meeting/Details/314366299
07/03/2019,Thursday,04/03/2019 02:00:00 PM,,07/03/2019 08:30:00 AM,Results Finalised,Night,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/314366300
07/03/2019,Thursday,04/03/2019 09:00:00 AM,,06/03/2019 04:00:00 PM,Results Finalised,Day,Warragul,https://fasttrack.grv.org.au/Meeting/Details/405023434
07/03/2019,Thursday,04/03/2019 10:00:00 AM,,07/03/2019 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/406800979
08/03/2019,Friday,06/03/2019 12:00:00 PM,,08/03/2019 08:30:00 AM,Results Finalised,Night,The Meadows,https://fasttrack.grv.org.au/Meeting/Details/314366375
08/03/2019,Friday,06/03/2019 08:00:00 AM,,07/03/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/405024958
08/03/2019,Friday,05/03/2019 11:00:00 AM,,08/03/2019 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/405267918
08/03/2019,Friday,05/03/2019 10:00:00 AM,,08/03/2019 08:30:00 AM,Results Finalised,Twilight,Geelong,https://fasttrack.grv.org.au/Meeting/Details/406800978
09/03/2019,Saturday,06/03/2019 08:00:00 AM,,09/03/2019 08:30:00 AM,Results Finalised,Twilight,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/314366347
09/03/2019,Saturday,07/03/2019 08:00:00 AM,,09/03/2019 08:30:00 AM,Results Finalised,Night,Horsham,https://fasttrack.grv.org.au/Meeting/Details/314366376
28/02/2019,Thursday,25/02/2019 11:00:00 AM,,28/02/2019 08:30:00 AM,Results Finalised,Night,Sandown Park,https://fasttrack.grv.org.au/Meeting/Details/314365256
28/02/2019,Thursday,25/02/2019 02:00:00 PM,,28/02/2019 08:30:00 AM,Results Finalised,Night,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/314365257
28/02/2019,Thursday,25/02/2019 01:00:00 PM,,27/02/2019 04:00:00 PM,Results Finalised,Day,Sale,https://fasttrack.grv.org.au/Meeting/Details/392657258
10/02/2019,Sunday,07/02/2019 08:00:00 AM,,09/02/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/314365207
10/02/2019,Sunday,07/02/2019 08:00:00 AM,,10/02/2019 08:30:00 AM,Results Finalised,Twilight,Sale,https://fasttrack.grv.org.au/Meeting/Details/314365208
10/02/2019,Sunday,07/02/2019 12:00:00 PM,,09/02/2019 04:00:00 PM,Results Finalised,Day,Sandown (SAP),https://fasttrack.grv.org.au/Meeting/Details/314365209
11/02/2019,Monday,07/02/2019 01:00:00 PM,,11/02/2019 08:30:00 AM,Results Finalised,Night,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/314365261
11/02/2019,Monday,07/02/2019 09:00:00 AM,,11/02/2019 08:30:00 AM,Results Finalised,Twilight,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/392657248
11/02/2019,Monday,07/02/2019 08:00:00 AM,,10/02/2019 04:00:00 PM,Results Finalised,Day,Warragul,https://fasttrack.grv.org.au/Meeting/Details/399765948
12/02/2019,Tuesday,08/02/2019 08:00:00 AM,,12/02/2019 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/314365210
12/02/2019,Tuesday,08/02/2019 08:00:00 AM,,12/02/2019 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/314365211
12/02/2019,Tuesday,08/02/2019 08:00:00 AM,,12/02/2019 08:30:00 AM,Results Finalised,Twilight,Geelong,https://fasttrack.grv.org.au/Meeting/Details/392657249
13/02/2019,Wednesday,08/02/2019 02:00:00 PM,,13/02/2019 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/314365214
13/02/2019,Wednesday,11/02/2019 08:00:00 AM,,12/02/2019 04:00:00 PM,Results Finalised,Day,Meadows (MEP),https://fasttrack.grv.org.au/Meeting/Details/314365215
13/02/2019,Wednesday,11/02/2019 08:00:00 AM,,13/02/2019 08:30:00 AM,Results Finalised,Night,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/314365262
13/02/2019,Wednesday,08/02/2019 01:00:00 PM,,13/02/2019 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/392657251
14/02/2019,Thursday,11/02/2019 11:00:00 AM,,14/02/2019 08:30:00 AM,Results Finalised,Night,Sandown Park,https://fasttrack.grv.org.au/Meeting/Details/314365217
14/02/2019,Thursday,11/02/2019 09:00:00 AM,,13/02/2019 04:00:00 PM,Results Finalised,Day,Warragul,https://fasttrack.grv.org.au/Meeting/Details/392657250
14/02/2019,Thursday,12/02/2019 12:00:00 PM,,14/02/2019 08:30:00 AM,Results Finalised,Night,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/405023456
14/02/2019,Thursday,11/02/2019 01:00:00 PM,,14/02/2019 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/405023457
15/02/2019,Friday,12/02/2019 01:00:00 PM,,15/02/2019 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/314365219
15/02/2019,Friday,13/02/2019 08:00:00 AM,,15/02/2019 08:30:00 AM,Results Finalised,Night,Geelong,https://fasttrack.grv.org.au/Meeting/Details/314365220
15/02/2019,Friday,13/02/2019 08:00:00 AM,,14/02/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/314365263
15/02/2019,Friday,12/02/2019 11:00:00 AM,,15/02/2019 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/399765941
16/02/2019,Saturday,13/02/2019 09:00:00 AM,,16/02/2019 08:30:00 AM,Results Finalised,Night,The Meadows,https://fasttrack.grv.org.au/Meeting/Details/314365221
16/02/2019,Saturday,13/02/2019 12:00:00 PM,,16/02/2019 08:30:00 AM,Results Finalised,Twilight,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/314365266
17/02/2019,Sunday,13/02/2019 01:00:00 PM,,16/02/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/314365222
17/02/2019,Sunday,13/02/2019 11:00:00 AM,,17/02/2019 08:30:00 AM,Results Finalised,Twilight,Sale,https://fasttrack.grv.org.au/Meeting/Details/314365223
17/02/2019,Sunday,14/02/2019 08:00:00 AM,,16/02/2019 04:00:00 PM,Results Finalised,Day,Sandown (SAP),https://fasttrack.grv.org.au/Meeting/Details/314365224
18/02/2019,Monday,14/02/2019 08:00:00 AM,,17/02/2019 04:00:00 PM,Results Finalised,Day,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/392656753
18/02/2019,Monday,14/02/2019 09:00:00 AM,,18/02/2019 08:30:00 AM,Results Finalised,Twilight,Warragul,https://fasttrack.grv.org.au/Meeting/Details/399765944
18/02/2019,Monday,14/02/2019 01:00:00 PM,,18/02/2019 08:30:00 AM,Results Finalised,Night,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/405024951
19/02/2019,Tuesday,15/02/2019 12:00:00 PM,,19/02/2019 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/314365228
19/02/2019,Tuesday,15/02/2019 08:00:00 AM,,19/02/2019 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/314365229
19/02/2019,Tuesday,15/02/2019 08:00:00 AM,,19/02/2019 08:30:00 AM,Results Finalised,Twilight,Geelong,https://fasttrack.grv.org.au/Meeting/Details/392656752
20/02/2019,Wednesday,15/02/2019 11:00:00 AM,,20/02/2019 08:30:00 AM,Results Finalised,Night,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/314365232
20/02/2019,Wednesday,15/02/2019 11:00:00 AM,,20/02/2019 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/314365233
20/02/2019,Wednesday,18/02/2019 08:00:00 AM,,19/02/2019 04:00:00 PM,Results Finalised,Day,Meadows (MEP),https://fasttrack.grv.org.au/Meeting/Details/314365234
20/02/2019,Wednesday,18/02/2019 08:00:00 AM,,20/02/2019 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/392656751
21/02/2019,Thursday,18/02/2019 09:00:00 AM,,20/02/2019 04:00:00 PM,Results Finalised,Day,Warragul,https://fasttrack.grv.org.au/Meeting/Details/314365235
21/02/2019,Thursday,18/02/2019 11:00:00 AM,,21/02/2019 08:30:00 AM,Results Finalised,Night,Sandown Park,https://fasttrack.grv.org.au/Meeting/Details/314365237
21/02/2019,Thursday,18/02/2019 02:00:00 PM,,21/02/2019 08:30:00 AM,Results Finalised,Night,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/314365238
21/02/2019,Thursday,18/02/2019 10:00:00 AM,,21/02/2019 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/405024949
22/02/2019,Friday,19/02/2019 09:00:00 AM,,21/02/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/314365181
22/02/2019,Friday,19/02/2019 10:00:00 AM,,22/02/2019 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/314365240
22/02/2019,Friday,19/02/2019 02:00:00 PM,,22/02/2019 08:30:00 AM,Results Finalised,Night,Geelong,https://fasttrack.grv.org.au/Meeting/Details/314365241
22/02/2019,Friday,19/02/2019 11:00:00 AM,,22/02/2019 08:30:00 AM,Results Finalised,Night,Sale,https://fasttrack.grv.org.au/Meeting/Details/399765945
23/02/2019,Saturday,20/02/2019 09:30:00 AM,,23/02/2019 08:30:00 AM,Results Finalised,Night,The Meadows,https://fasttrack.grv.org.au/Meeting/Details/314365242
23/02/2019,Saturday,20/02/2019 08:00:00 AM,,23/02/2019 08:30:00 AM,Results Finalised,Twilight,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/314365264
24/02/2019,Sunday,20/02/2019 01:00:00 PM,,23/02/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/314365243
24/02/2019,Sunday,20/02/2019 11:00:00 AM,,24/02/2019 08:30:00 AM,Results Finalised,Twilight,Sale,https://fasttrack.grv.org.au/Meeting/Details/314365244
24/02/2019,Sunday,20/02/2019 10:00:00 AM,,23/02/2019 04:00:00 PM,Results Finalised,Day,Sandown (SAP),https://fasttrack.grv.org.au/Meeting/Details/314365245
25/02/2019,Monday,21/02/2019 01:00:00 PM,,25/02/2019 08:30:00 AM,Results Finalised,Night,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/392657256
25/02/2019,Monday,21/02/2019 09:00:00 AM,,25/02/2019 08:30:00 AM,Results Finalised,Twilight,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/399765441
25/02/2019,Monday,21/02/2019 12:00:00 PM,,24/02/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/399765942
26/02/2019,Tuesday,22/02/2019 08:00:00 AM,,26/02/2019 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/314365249
26/02/2019,Tuesday,22/02/2019 12:00:00 PM,,26/02/2019 08:30:00 AM,Results Finalised,Twilight,Geelong,https://fasttrack.grv.org.au/Meeting/Details/314365250
26/02/2019,Tuesday,22/02/2019 08:00:00 AM,,26/02/2019 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/314365265
27/02/2019,Wednesday,25/02/2019 12:00:00 PM,,26/02/2019 04:00:00 PM,Results Finalised,Day,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/314365251
27/02/2019,Wednesday,22/02/2019 11:00:00 AM,,27/02/2019 08:30:00 AM,Results Finalised,Night,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/314365252
27/02/2019,Wednesday,22/02/2019 11:00:00 AM,,27/02/2019 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/314365253
27/02/2019,Wednesday,25/02/2019 08:00:00 AM,,26/02/2019 04:00:00 PM,Results Finalised,Day,Meadows (MEP),https://fasttrack.grv.org.au/Meeting/Details/314365254
28/02/2019,Thursday,25/02/2019 02:00:00 PM,,27/02/2019 04:00:00 PM,Results Finalised,Morning,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/314365255
19/03/2019,Tuesday,15/03/2019 08:00:00 AM,,19/03/2019 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/314366329
19/03/2019,Tuesday,15/03/2019 08:00:00 AM,,19/03/2019 08:30:00 AM,Results Finalised,Twilight,Geelong,https://fasttrack.grv.org.au/Meeting/Details/405024946
20/03/2019,Wednesday,15/03/2019 11:00:00 AM,,20/03/2019 08:30:00 AM,Results Finalised,Night,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/314366332
20/03/2019,Wednesday,15/03/2019 11:00:00 AM,,20/03/2019 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/314366333
20/03/2019,Wednesday,18/03/2019 08:00:00 AM,,19/03/2019 04:00:00 PM,Results Finalised,Day,Meadows (MEP),https://fasttrack.grv.org.au/Meeting/Details/314366334
20/03/2019,Wednesday,18/03/2019 08:00:00 AM,,20/03/2019 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/405023441
21/03/2019,Thursday,18/03/2019 10:00:00 AM,,21/03/2019 08:30:00 AM,Results Finalised,Twilight,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/314366336
21/03/2019,Thursday,18/03/2019 02:00:00 PM,,21/03/2019 08:30:00 AM,Results Finalised,Night,Sandown Park,https://fasttrack.grv.org.au/Meeting/Details/314366337
21/03/2019,Thursday,19/03/2019 12:00:00 PM,,21/03/2019 08:30:00 AM,Results Finalised,Night,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/314366338
21/03/2019,Thursday,18/03/2019 09:00:00 AM,,20/03/2019 04:00:00 PM,Results Finalised,Day,Warragul,https://fasttrack.grv.org.au/Meeting/Details/408112598
22/03/2019,Friday,19/03/2019 02:00:00 PM,,22/03/2019 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/314366340
22/03/2019,Friday,20/03/2019 08:00:00 AM,,22/03/2019 08:30:00 AM,Results Finalised,Night,Geelong,https://fasttrack.grv.org.au/Meeting/Details/314366350
22/03/2019,Friday,19/03/2019 09:00:00 AM,,21/03/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/405024959
22/03/2019,Friday,19/03/2019 11:00:00 AM,,22/03/2019 08:30:00 AM,Results Finalised,Night,Sale,https://fasttrack.grv.org.au/Meeting/Details/405268421
23/03/2019,Saturday,21/03/2019 08:00:00 AM,,23/03/2019 08:30:00 AM,Results Finalised,Night,The Meadows,https://fasttrack.grv.org.au/Meeting/Details/314366351
23/03/2019,Saturday,20/03/2019 12:00:00 PM,,23/03/2019 08:30:00 AM,Results Finalised,Twilight,Warragul,https://fasttrack.grv.org.au/Meeting/Details/405024962
24/03/2019,Sunday,20/03/2019 10:00:00 AM,,23/03/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/314366352
24/03/2019,Sunday,21/03/2019 08:00:00 AM,,24/03/2019 08:30:00 AM,Results Finalised,Twilight,Sale,https://fasttrack.grv.org.au/Meeting/Details/314366353
24/03/2019,Sunday,21/03/2019 12:00:00 PM,,23/03/2019 04:00:00 PM,Results Finalised,Day,Sandown (SAP),https://fasttrack.grv.org.au/Meeting/Details/314366354
25/03/2019,Monday,21/03/2019 10:00:00 AM,,25/03/2019 08:30:00 AM,Results Finalised,Night,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/405023451
25/03/2019,Monday,21/03/2019 09:00:00 AM,,25/03/2019 08:30:00 AM,Results Finalised,Twilight,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/410055001
25/03/2019,Monday,22/03/2019 08:00:00 AM,,24/03/2019 04:00:00 PM,Results Finalised,Day,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/410055002
26/03/2019,Tuesday,21/03/2019 02:00:00 PM,,26/03/2019 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/314366358
26/03/2019,Tuesday,22/03/2019 08:00:00 AM,,26/03/2019 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/314366359
26/03/2019,Tuesday,22/03/2019 08:00:00 AM,,26/03/2019 08:30:00 AM,Results Finalised,Twilight,Geelong,https://fasttrack.grv.org.au/Meeting/Details/405023448
27/03/2019,Wednesday,22/03/2019 11:00:00 AM,,27/03/2019 08:30:00 AM,Results Finalised,Night,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/314366362
27/03/2019,Wednesday,22/03/2019 11:00:00 AM,,27/03/2019 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/314366363
27/03/2019,Wednesday,25/03/2019 08:00:00 AM,,26/03/2019 04:00:00 PM,Results Finalised,Day,Meadows (MEP),https://fasttrack.grv.org.au/Meeting/Details/314366364
10/03/2019,Sunday,06/03/2019 01:00:00 PM,,09/03/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/314366303
10/03/2019,Sunday,06/03/2019 11:00:00 AM,,10/03/2019 08:30:00 AM,Results Finalised,Twilight,Sale,https://fasttrack.grv.org.au/Meeting/Details/314366304
10/03/2019,Sunday,06/03/2019 10:00:00 AM,,09/03/2019 04:00:00 PM,Results Finalised,Day,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/405023435
11/03/2019,Monday,07/03/2019 08:00:00 AM,,10/03/2019 04:00:00 PM,Results Finalised,Day,Sandown (SAP),https://fasttrack.grv.org.au/Meeting/Details/314366377
11/03/2019,Monday,07/03/2019 12:00:00 PM,,11/03/2019 08:30:00 AM,Results Finalised,Twilight,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/405024940
11/03/2019,Monday,07/03/2019 10:00:00 AM,,11/03/2019 08:30:00 AM,Results Finalised,Night,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/405024941
12/03/2019,Tuesday,07/03/2019 11:00:00 AM,,12/03/2019 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/314366307
12/03/2019,Tuesday,08/03/2019 12:00:00 PM,,12/03/2019 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/314366308
12/03/2019,Tuesday,08/03/2019 11:00:00 AM,,12/03/2019 08:30:00 AM,Results Finalised,Twilight,Geelong,https://fasttrack.grv.org.au/Meeting/Details/405024938
13/03/2019,Wednesday,08/03/2019 02:00:00 PM,,13/03/2019 08:30:00 AM,Results Finalised,Night,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/314366311
13/03/2019,Wednesday,08/03/2019 11:00:00 AM,,13/03/2019 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/314366312
13/03/2019,Wednesday,08/03/2019 01:00:00 PM,,12/03/2019 04:00:00 PM,Results Finalised,Day,Meadows (MEP),https://fasttrack.grv.org.au/Meeting/Details/314366313
13/03/2019,Wednesday,08/03/2019 10:00:00 AM,,13/03/2019 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/405024939
14/03/2019,Thursday,12/03/2019 08:00:00 AM,,14/03/2019 08:30:00 AM,Results Finalised,Twilight,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/314366315
14/03/2019,Thursday,12/03/2019 09:00:00 AM,,14/03/2019 08:30:00 AM,Results Finalised,Night,Sandown Park,https://fasttrack.grv.org.au/Meeting/Details/314366316
14/03/2019,Thursday,12/03/2019 01:00:00 PM,,14/03/2019 08:30:00 AM,Results Finalised,Night,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/314366317
14/03/2019,Thursday,12/03/2019 08:00:00 AM,,13/03/2019 04:00:00 PM,Results Finalised,Day,Warragul,https://fasttrack.grv.org.au/Meeting/Details/405024942
15/03/2019,Friday,12/03/2019 10:00:00 AM,,15/03/2019 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/314366319
15/03/2019,Friday,13/03/2019 08:00:00 AM,,15/03/2019 08:30:00 AM,Results Finalised,Night,Geelong,https://fasttrack.grv.org.au/Meeting/Details/314366320
15/03/2019,Friday,12/03/2019 11:00:00 AM,,15/03/2019 08:30:00 AM,Results Finalised,Night,Sale,https://fasttrack.grv.org.au/Meeting/Details/405272427
15/03/2019,Friday,12/03/2019 10:00:00 AM,,14/03/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/408112597
16/03/2019,Saturday,13/03/2019 01:00:00 PM,,16/03/2019 08:30:00 AM,Results Finalised,Night,The Meadows,https://fasttrack.grv.org.au/Meeting/Details/314366321
16/03/2019,Saturday,14/03/2019 08:00:00 AM,,16/03/2019 08:30:00 AM,Results Finalised,Twilight,Warragul,https://fasttrack.grv.org.au/Meeting/Details/405024961
17/03/2019,Sunday,13/03/2019 10:00:00 AM,,16/03/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/314366322
17/03/2019,Sunday,13/03/2019 11:00:00 AM,,17/03/2019 08:30:00 AM,Results Finalised,Twilight,Sale,https://fasttrack.grv.org.au/Meeting/Details/314366323
17/03/2019,Sunday,14/03/2019 08:00:00 AM,,16/03/2019 04:00:00 PM,Results Finalised,Day,Sandown (SAP),https://fasttrack.grv.org.au/Meeting/Details/314366324
18/03/2019,Monday,14/03/2019 12:00:00 PM,,17/03/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/405024944
18/03/2019,Monday,15/03/2019 08:00:00 AM,,18/03/2019 08:30:00 AM,Results Finalised,Night,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/405024945
18/03/2019,Monday,14/03/2019 09:00:00 AM,,18/03/2019 08:30:00 AM,Results Finalised,Twilight,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/410055482
19/03/2019,Tuesday,15/03/2019 12:00:00 PM,,19/03/2019 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/314366328
27/03/2019,Wednesday,25/03/2019 08:00:00 AM,,27/03/2019 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/405023449
28/03/2019,Thursday,25/03/2019 11:00:00 AM,,28/03/2019 08:30:00 AM,Results Finalised,Night,Sandown Park,https://fasttrack.grv.org.au/Meeting/Details/314366366
01/02/2019,Friday,29/01/2019 10:00:00 AM,,31/01/2019 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/314365176
01/02/2019,Friday,29/01/2019 02:00:00 PM,,01/02/2019 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/314365183
01/02/2019,Friday,29/01/2019 11:00:00 AM,,01/02/2019 08:30:00 AM,Results Finalised,Night,Geelong,https://fasttrack.grv.org.au/Meeting/Details/314365184
01/02/2019,Friday,29/01/2019 11:00:00 AM,,01/02/2019 08:30:00 AM,Results Finalised,Night,Sale,https://fasttrack.grv.org.au/Meeting/Details/399765940
02/02/2019,Saturday,30/01/2019 12:00:00 PM,,02/02/2019 08:30:00 AM,Results Finalised,Twilight,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/314365185
02/02/2019,Saturday,30/01/2019 09:00:00 AM,,02/02/2019 08:30:00 AM,Results Finalised,Night,The Meadows,https://fasttrack.grv.org.au/Meeting/Details/314365186
03/02/2019,Sunday,30/01/2019 01:00:00 PM,,02/02/2019 04:00:00 PM,Results Finalised,Morning,Healesville,https://fasttrack.grv.org.au/Meeting/Details/314365187
03/02/2019,Sunday,30/01/2019 02:00:00 PM,,03/02/2019 08:30:00 AM,Results Finalised,Night,Sale,https://fasttrack.grv.org.au/Meeting/Details/314365188
04/02/2019,Monday,31/01/2019 10:00:00 AM,,04/02/2019 08:30:00 AM,Results Finalised,Night,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/314365177
04/02/2019,Monday,31/01/2019 08:00:00 AM,,03/02/2019 04:00:00 PM,Results Finalised,Day,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/392671276
04/02/2019,Monday,31/01/2019 12:00:00 PM,,04/02/2019 08:30:00 AM,Results Finalised,Twilight,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/399765943
05/02/2019,Tuesday,01/02/2019 08:00:00 AM,,05/02/2019 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/314365192
05/02/2019,Tuesday,01/02/2019 08:00:00 AM,,05/02/2019 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/314365193
05/02/2019,Tuesday,01/02/2019 08:00:00 AM,,05/02/2019 08:30:00 AM,Results Finalised,Twilight,Geelong,https://fasttrack.grv.org.au/Meeting/Details/314365194
