date,day,nominations_close,options,scratchings_close,status,time_slot,track,url
30/09/2020,Wednesday,28/09/2020 09:00:00 AM,,30/09/2020 08:30:00 AM,Results Finalised,Twilight,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/589540233
23/10/2020,Friday,21/10/2020 08:00:00 AM,,22/10/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/552193747
23/10/2020,Friday,20/10/2020 01:00:00 PM,,23/10/2020 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/552193748
23/10/2020,Friday,21/10/2020 11:00:00 AM,,23/10/2020 08:30:00 AM,Results Finalised,Night,Sale,https://fasttrack.grv.org.au/Meeting/Details/584773215
24/10/2020,Saturday,20/10/2020 02:00:00 PM,,23/10/2020 04:00:00 PM,Results Finalised,Morning,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/584319314
24/10/2020,Saturday,21/10/2020 09:00:00 AM,,24/10/2020 08:30:00 AM,Results Finalised,Night,The Meadows,https://fasttrack.grv.org.au/Meeting/Details/596670467
24/10/2020,Saturday,21/10/2020 12:00:00 PM,,24/10/2020 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/596670468
25/10/2020,Sunday,22/10/2020 12:00:00 PM,,25/10/2020 08:30:00 AM,Results Finalised,Twilight,Sale,https://fasttrack.grv.org.au/Meeting/Details/552193750
25/10/2020,Sunday,21/10/2020 02:00:00 PM,,24/10/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/552193751
25/10/2020,Sunday,21/10/2020 02:00:00 PM,,24/10/2020 04:00:00 PM,Results Finalised,Day,Sandown (SAP),https://fasttrack.grv.org.au/Meeting/Details/592237124
26/10/2020,Monday,22/10/2020 09:30:00 AM,,26/10/2020 08:30:00 AM,Results Finalised,Twilight,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/552193753
26/10/2020,Monday,23/10/2020 09:00:00 AM,,25/10/2020 04:00:00 PM,Results Finalised,Day,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/552193755
26/10/2020,Monday,22/10/2020 10:00:00 AM,,26/10/2020 08:30:00 AM,Results Finalised,Night,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/561364489
26/10/2020,Monday,22/10/2020 09:00:00 AM,,26/10/2020 08:30:00 AM,Results Finalised,Twilight,Warragul,https://fasttrack.grv.org.au/Meeting/Details/592237119
27/10/2020,Tuesday,23/10/2020 11:00:00 AM,,27/10/2020 08:30:00 AM,Results Finalised,Night,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/552193779
27/10/2020,Tuesday,22/10/2020 02:00:00 PM,,27/10/2020 08:30:00 AM,Results Finalised,Twilight,Warragul,https://fasttrack.grv.org.au/Meeting/Details/552193784
27/10/2020,Tuesday,23/10/2020 10:00:00 AM,,26/10/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/584319327
27/10/2020,Tuesday,22/10/2020 11:00:00 AM,,27/10/2020 08:30:00 AM,Results Finalised,Twilight,Geelong,https://fasttrack.grv.org.au/Meeting/Details/598690491
28/10/2020,Wednesday,26/10/2020 02:00:00 PM,,27/10/2020 04:00:00 PM,Results Finalised,Day,Meadows (MEP),https://fasttrack.grv.org.au/Meeting/Details/552193756
28/10/2020,Wednesday,26/10/2020 09:30:00 AM,,28/10/2020 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/552193757
28/10/2020,Wednesday,26/10/2020 08:30:00 AM,,28/10/2020 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/552193771
28/10/2020,Wednesday,26/10/2020 01:00:00 PM,,28/10/2020 08:30:00 AM,Results Finalised,Night,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/595426477
29/10/2020,Thursday,27/10/2020 08:00:00 AM,,29/10/2020 08:30:00 AM,Results Finalised,Twilight,Warragul,https://fasttrack.grv.org.au/Meeting/Details/552193758
29/10/2020,Thursday,26/10/2020 11:30:00 AM,,29/10/2020 08:30:00 AM,Results Finalised,Night,Sandown Park,https://fasttrack.grv.org.au/Meeting/Details/552193760
29/10/2020,Thursday,26/10/2020 10:30:00 AM,,28/10/2020 04:00:00 PM,Results Finalised,Day,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/561363988
29/10/2020,Thursday,27/10/2020 08:00:00 AM,,29/10/2020 08:30:00 AM,Results Finalised,Night,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/595426476
30/10/2020,Friday,27/10/2020 01:30:00 PM,,30/10/2020 08:30:00 AM,Results Finalised,Night,Geelong,https://fasttrack.grv.org.au/Meeting/Details/552193762
30/10/2020,Friday,27/10/2020 02:00:00 PM,,29/10/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/552193763
30/10/2020,Friday,27/10/2020 10:00:00 AM,,30/10/2020 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/552193764
30/10/2020,Friday,27/10/2020 11:00:00 AM,,30/10/2020 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/584773214
31/10/2020,Saturday,28/10/2020 02:00:00 PM,,31/10/2020 08:30:00 AM,Results Finalised,Night,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/552193769
07/10/2020,Wednesday,05/10/2020 12:00:00 PM,,06/10/2020 04:00:00 PM,Results Finalised,Day,Meadows (MEP),https://fasttrack.grv.org.au/Meeting/Details/552193697
07/10/2020,Wednesday,05/10/2020 09:00:00 AM,,07/10/2020 08:30:00 AM,Results Finalised,Night,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/552193699
07/10/2020,Wednesday,05/10/2020 12:00:00 PM,,07/10/2020 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/592237117
07/10/2020,Wednesday,05/10/2020 08:00:00 AM,,07/10/2020 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/592237122
08/10/2020,Thursday,06/10/2020 08:00:00 AM,,08/10/2020 08:30:00 AM,Results Finalised,Night,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/552193704
08/10/2020,Thursday,05/10/2020 01:00:00 PM,,08/10/2020 08:30:00 AM,Results Finalised,Night,Geelong,https://fasttrack.grv.org.au/Meeting/Details/552193768
08/10/2020,Thursday,06/10/2020 08:00:00 AM,,07/10/2020 04:00:00 PM,Results Finalised,Day,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/592237123
08/10/2020,Thursday,06/10/2020 12:00:00 PM,,08/10/2020 08:30:00 AM,Results Finalised,Night,Sandown Park,https://fasttrack.grv.org.au/Meeting/Details/592237135
08/10/2020,Thursday,06/10/2020 08:00:00 AM,,08/10/2020 08:30:00 AM,Results Finalised,Twilight,Sale,https://fasttrack.grv.org.au/Meeting/Details/592237137
09/10/2020,Friday,06/10/2020 01:00:00 PM,,08/10/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/552193706
09/10/2020,Friday,06/10/2020 10:00:00 AM,,09/10/2020 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/552193707
09/10/2020,Friday,07/10/2020 08:00:00 AM,,09/10/2020 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/592237118
10/10/2020,Saturday,06/10/2020 11:30:00 AM,,09/10/2020 04:00:00 PM,Results Finalised,Morning,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/584319309
10/10/2020,Saturday,07/10/2020 09:00:00 AM,,10/10/2020 08:30:00 AM,Results Finalised,Night,The Meadows,https://fasttrack.grv.org.au/Meeting/Details/592237136
10/10/2020,Saturday,08/10/2020 08:00:00 AM,,10/10/2020 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/592237148
11/10/2020,Sunday,08/10/2020 08:00:00 AM,,10/10/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/552193710
11/10/2020,Sunday,07/10/2020 11:00:00 AM,,11/10/2020 08:30:00 AM,Results Finalised,Twilight,Warragul,https://fasttrack.grv.org.au/Meeting/Details/592237128
11/10/2020,Sunday,08/10/2020 12:00:00 PM,,10/10/2020 04:00:00 PM,Results Finalised,Day,Sandown (SAP),https://fasttrack.grv.org.au/Meeting/Details/592237140
12/10/2020,Monday,08/10/2020 01:00:00 PM,,12/10/2020 08:30:00 AM,Results Finalised,Twilight,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/552193712
12/10/2020,Monday,09/10/2020 08:00:00 AM,,11/10/2020 04:00:00 PM,Results Finalised,Day,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/552193714
12/10/2020,Monday,08/10/2020 09:00:00 AM,,12/10/2020 08:30:00 AM,Results Finalised,Twilight,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/584340853
12/10/2020,Monday,08/10/2020 10:00:00 AM,,12/10/2020 08:30:00 AM,Results Finalised,Night,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/584343357
13/10/2020,Tuesday,09/10/2020 12:30:00 PM,,13/10/2020 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/552193715
13/10/2020,Tuesday,09/10/2020 01:30:00 PM,,12/10/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/584319319
13/10/2020,Tuesday,09/10/2020 01:00:00 PM,,13/10/2020 08:30:00 AM,Results Finalised,Twilight,Geelong,https://fasttrack.grv.org.au/Meeting/Details/584335347
13/10/2020,Tuesday,09/10/2020 12:00:00 PM,,13/10/2020 08:30:00 AM,Results Finalised,Night,Sale,https://fasttrack.grv.org.au/Meeting/Details/592237134
14/10/2020,Wednesday,12/10/2020 09:30:00 AM,,14/10/2020 08:30:00 AM,Results Finalised,Night,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/552193719
14/10/2020,Wednesday,12/10/2020 08:00:00 AM,,13/10/2020 04:00:00 PM,Results Finalised,Day,Meadows (MEP),https://fasttrack.grv.org.au/Meeting/Details/596662950
14/10/2020,Wednesday,12/10/2020 09:00:00 AM,,14/10/2020 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/596670459
14/10/2020,Wednesday,12/10/2020 08:30:00 AM,,14/10/2020 08:30:00 AM,Results Finalised,Twilight,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/596670460
01/11/2020,Sunday,28/10/2020 11:00:00 AM,,01/11/2020 08:30:00 AM,Results Finalised,Twilight,Sale,https://fasttrack.grv.org.au/Meeting/Details/559398179
01/11/2020,Sunday,28/10/2020 10:00:00 AM,,31/10/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/559398270
01/11/2020,Sunday,29/10/2020 08:00:00 AM,,01/11/2020 08:30:00 AM,Results Finalised,Twilight,Sandown (SAP),https://fasttrack.grv.org.au/Meeting/Details/595411455
02/11/2020,Monday,29/10/2020 09:00:00 AM,,02/11/2020 08:30:00 AM,Results Finalised,Twilight,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/559398180
02/11/2020,Monday,29/10/2020 10:00:00 AM,,02/11/2020 08:30:00 AM,Results Finalised,Night,The Meadows,https://fasttrack.grv.org.au/Meeting/Details/559398262
02/11/2020,Monday,29/10/2020 02:00:00 PM,,01/11/2020 04:00:00 PM,Results Finalised,Day,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/595411456
02/11/2020,Monday,29/10/2020 09:00:00 AM,,02/11/2020 08:30:00 AM,Results Finalised,Twilight,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/595411463
03/11/2020,Tuesday,30/10/2020 01:00:00 PM,,03/11/2020 08:30:00 AM,Results Finalised,Twilight,Geelong,https://fasttrack.grv.org.au/Meeting/Details/595411446
03/11/2020,Tuesday,30/10/2020 12:00:00 PM,,03/11/2020 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/595411459
03/11/2020,Tuesday,30/10/2020 11:00:00 AM,,03/11/2020 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/595411464
04/11/2020,Wednesday,02/11/2020 08:00:00 AM,,03/11/2020 04:00:00 PM,Results Finalised,Day,Meadows (MEP),https://fasttrack.grv.org.au/Meeting/Details/559398182
04/11/2020,Wednesday,02/11/2020 02:00:00 PM,,04/11/2020 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/559398183
04/11/2020,Wednesday,02/11/2020 09:00:00 AM,,04/11/2020 08:30:00 AM,Results Finalised,Night,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/559398184
04/11/2020,Wednesday,02/11/2020 12:00:00 PM,,04/11/2020 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/595411460
05/11/2020,Thursday,02/11/2020 11:00:00 AM,,05/11/2020 08:30:00 AM,Results Finalised,Night,Sandown Park,https://fasttrack.grv.org.au/Meeting/Details/559398187
05/11/2020,Thursday,02/11/2020 02:00:00 PM,,05/11/2020 08:30:00 AM,Results Finalised,Night,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/559398188
05/11/2020,Thursday,02/11/2020 10:30:00 AM,,05/11/2020 08:30:00 AM,Results Finalised,Twilight,Warragul,https://fasttrack.grv.org.au/Meeting/Details/601917432
05/11/2020,Thursday,02/11/2020 10:00:00 AM,,04/11/2020 04:00:00 PM,Results Finalised,Day,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/601917435
06/11/2020,Friday,04/11/2020 09:00:00 AM,,06/11/2020 08:30:00 AM,Results Finalised,Night,Geelong,https://fasttrack.grv.org.au/Meeting/Details/559398189
06/11/2020,Friday,04/11/2020 12:30:00 PM,,06/11/2020 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/559398190
06/11/2020,Friday,04/11/2020 12:00:00 PM,,05/11/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/559398191
06/11/2020,Friday,04/11/2020 08:30:00 AM,,06/11/2020 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/559398192
07/11/2020,Saturday,04/11/2020 11:00:00 AM,,07/11/2020 08:30:00 AM,Results Finalised,Night,The Meadows,https://fasttrack.grv.org.au/Meeting/Details/559398193
07/11/2020,Saturday,05/11/2020 08:00:00 AM,,06/11/2020 04:00:00 PM,Results Finalised,Morning,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/595411465
07/11/2020,Saturday,05/11/2020 08:30:00 AM,,07/11/2020 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/595411466
08/11/2020,Sunday,05/11/2020 02:00:00 PM,,08/11/2020 08:30:00 AM,Results Finalised,Twilight,Sale,https://fasttrack.grv.org.au/Meeting/Details/559398194
08/11/2020,Sunday,05/11/2020 09:00:00 AM,,07/11/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/559398195
08/11/2020,Sunday,05/11/2020 02:00:00 PM,,08/11/2020 08:30:00 AM,Results Finalised,Twilight,Sandown (SAP),https://fasttrack.grv.org.au/Meeting/Details/559398196
31/10/2020,Saturday,28/10/2020 08:00:00 AM,,31/10/2020 08:30:00 AM,Results Finalised,Twilight,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/552193773
31/10/2020,Saturday,27/10/2020 02:00:00 PM,,30/10/2020 04:00:00 PM,Results Finalised,Morning,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/584319316
15/10/2020,Thursday,13/10/2020 12:00:00 PM,,15/10/2020 08:30:00 AM,Results Finalised,Night,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/552193724
15/10/2020,Thursday,12/10/2020 01:00:00 PM,,15/10/2020 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/596670461
15/10/2020,Thursday,12/10/2020 02:00:00 PM,,15/10/2020 08:30:00 AM,Results Finalised,Night,Sandown Park,https://fasttrack.grv.org.au/Meeting/Details/596670464
16/10/2020,Friday,14/10/2020 08:00:00 AM,,16/10/2020 08:30:00 AM,Results Finalised,Night,Geelong,https://fasttrack.grv.org.au/Meeting/Details/552193725
16/10/2020,Friday,13/10/2020 09:00:00 AM,,15/10/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/552193727
16/10/2020,Friday,13/10/2020 01:00:00 PM,,16/10/2020 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/552193728
16/10/2020,Friday,14/10/2020 11:00:00 AM,,16/10/2020 08:30:00 AM,Results Finalised,Night,Sale,https://fasttrack.grv.org.au/Meeting/Details/592237133
17/10/2020,Saturday,13/10/2020 11:30:00 AM,,16/10/2020 04:00:00 PM,Results Finalised,Morning,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/584319312
17/10/2020,Saturday,14/10/2020 01:00:00 PM,,17/10/2020 08:30:00 AM,Results Finalised,Night,The Meadows,https://fasttrack.grv.org.au/Meeting/Details/596670469
17/10/2020,Saturday,14/10/2020 08:00:00 AM,,17/10/2020 08:30:00 AM,Results Finalised,Twilight,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/596670470
18/10/2020,Sunday,14/10/2020 02:00:00 PM,,18/10/2020 08:30:00 AM,Results Finalised,Twilight,Sale,https://fasttrack.grv.org.au/Meeting/Details/552193730
18/10/2020,Sunday,14/10/2020 10:00:00 AM,,17/10/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/552193767
18/10/2020,Sunday,15/10/2020 12:00:00 PM,,17/10/2020 04:00:00 PM,Results Finalised,Day,Sandown (SAP),https://fasttrack.grv.org.au/Meeting/Details/592237131
19/10/2020,Monday,15/10/2020 09:00:00 AM,,19/10/2020 08:30:00 AM,Results Finalised,Twilight,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/552193732
19/10/2020,Monday,15/10/2020 02:00:00 PM,,18/10/2020 04:00:00 PM,Results Finalised,Day,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/584319323
19/10/2020,Monday,15/10/2020 01:00:00 PM,,19/10/2020 08:30:00 AM,Results Finalised,Night,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/584343358
19/10/2020,Monday,15/10/2020 09:00:00 AM,,19/10/2020 08:30:00 AM,Results Finalised,Twilight,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/592237113
20/10/2020,Tuesday,16/10/2020 08:00:00 AM,,20/10/2020 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/552193735
20/10/2020,Tuesday,16/10/2020 08:00:00 AM,,20/10/2020 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/552193736
20/10/2020,Tuesday,16/10/2020 12:00:00 PM,,19/10/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/584319322
20/10/2020,Tuesday,16/10/2020 12:30:00 PM,,20/10/2020 08:30:00 AM,Results Finalised,Twilight,Geelong,https://fasttrack.grv.org.au/Meeting/Details/584340854
21/10/2020,Wednesday,19/10/2020 09:00:00 AM,,21/10/2020 08:30:00 AM,Results Finalised,Night,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/552193739
21/10/2020,Wednesday,19/10/2020 02:00:00 PM,,21/10/2020 08:30:00 AM,Results Finalised,Twilight,Meadows (MEP),https://fasttrack.grv.org.au/Meeting/Details/596662949
21/10/2020,Wednesday,19/10/2020 08:00:00 AM,,20/10/2020 04:00:00 PM,Results Finalised,Day,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/596670462
21/10/2020,Wednesday,19/10/2020 01:00:00 PM,,21/10/2020 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/596670471
22/10/2020,Thursday,20/10/2020 08:00:00 AM,,22/10/2020 08:30:00 AM,Results Finalised,Night,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/552193744
22/10/2020,Thursday,19/10/2020 01:00:00 PM,,21/10/2020 04:00:00 PM,Results Finalised,Day,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/592237114
22/10/2020,Thursday,19/10/2020 10:00:00 AM,,22/10/2020 08:30:00 AM,Results Finalised,Twilight,Warragul,https://fasttrack.grv.org.au/Meeting/Details/596670465
22/10/2020,Thursday,19/10/2020 11:00:00 AM,,22/10/2020 08:30:00 AM,Results Finalised,Night,Sandown Park,https://fasttrack.grv.org.au/Meeting/Details/596670466
23/10/2020,Friday,21/10/2020 08:30:00 AM,,23/10/2020 08:30:00 AM,Results Finalised,Night,Geelong,https://fasttrack.grv.org.au/Meeting/Details/552193745
17/11/2020,Tuesday,13/11/2020 01:30:00 PM,,17/11/2020 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/559398220
17/11/2020,Tuesday,13/11/2020 11:00:00 AM,,17/11/2020 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/559398221
17/11/2020,Tuesday,13/11/2020 12:30:00 PM,,16/11/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/595411458
17/11/2020,Tuesday,13/11/2020 10:00:00 AM,,17/11/2020 08:30:00 AM,Results Finalised,Twilight,Geelong,https://fasttrack.grv.org.au/Meeting/Details/595415957
18/11/2020,Wednesday,16/11/2020 12:00:00 PM,,17/11/2020 04:00:00 PM,Results Finalised,Day,Meadows (MEP),https://fasttrack.grv.org.au/Meeting/Details/559398222
18/11/2020,Wednesday,13/11/2020 02:00:00 PM,,18/11/2020 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/559398223
18/11/2020,Wednesday,16/11/2020 01:00:00 PM,,18/11/2020 08:30:00 AM,Results Finalised,Night,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/559398224
18/11/2020,Wednesday,16/11/2020 09:30:00 AM,,18/11/2020 08:30:00 AM,Results Finalised,Night,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/559398225
19/11/2020,Thursday,17/11/2020 01:00:00 PM,,19/11/2020 08:30:00 AM,Results Finalised,Night,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/559398228
19/11/2020,Thursday,16/11/2020 02:00:00 PM,,19/11/2020 08:30:00 AM,Results Finalised,Night,Geelong,https://fasttrack.grv.org.au/Meeting/Details/559398267
19/11/2020,Thursday,17/11/2020 08:00:00 AM,,18/11/2020 04:00:00 PM,Results Finalised,Morning,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/601917433
19/11/2020,Thursday,16/11/2020 02:00:00 PM,,19/11/2020 08:30:00 AM,Results Finalised,Twilight,Warragul,https://fasttrack.grv.org.au/Meeting/Details/601917438
20/11/2020,Friday,17/11/2020 10:30:00 AM,,20/11/2020 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/559398229
20/11/2020,Friday,18/11/2020 12:00:00 PM,,19/11/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/559398230
20/11/2020,Friday,17/11/2020 09:30:00 AM,,20/11/2020 08:30:00 AM,Results Finalised,Twilight,Bendigo,https://fasttrack.grv.org.au/Meeting/Details/559398231
20/11/2020,Friday,17/11/2020 10:00:00 AM,,20/11/2020 08:30:00 AM,Results Finalised,Night,Sandown Park,https://fasttrack.grv.org.au/Meeting/Details/559398259
21/11/2020,Saturday,18/11/2020 10:30:00 AM,,21/11/2020 08:30:00 AM,Results Finalised,Night,The Meadows,https://fasttrack.grv.org.au/Meeting/Details/559398232
21/11/2020,Saturday,18/11/2020 01:00:00 PM,,21/11/2020 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/595411448
21/11/2020,Saturday,18/11/2020 09:30:00 AM,,20/11/2020 04:00:00 PM,Results Finalised,Morning,Geelong,https://fasttrack.grv.org.au/Meeting/Details/595411470
22/11/2020,Sunday,18/11/2020 11:00:00 AM,,22/11/2020 08:30:00 AM,Results Finalised,Twilight,Sale,https://fasttrack.grv.org.au/Meeting/Details/559398233
22/11/2020,Sunday,19/11/2020 09:00:00 AM,,21/11/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/559398234
22/11/2020,Sunday,19/11/2020 09:30:00 AM,,22/11/2020 08:30:00 AM,Results Finalised,Twilight,Sandown (SAP),https://fasttrack.grv.org.au/Meeting/Details/559398235
23/11/2020,Monday,19/11/2020 02:00:00 PM,,23/11/2020 08:30:00 AM,Results Finalised,Twilight,Ballarat,https://fasttrack.grv.org.au/Meeting/Details/559398236
23/11/2020,Monday,20/11/2020 09:00:00 AM,,23/11/2020 08:30:00 AM,Results Finalised,Night,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/594966062
23/11/2020,Monday,19/11/2020 01:30:00 PM,,23/11/2020 08:30:00 AM,Results Finalised,Twilight,Cranbourne,https://fasttrack.grv.org.au/Meeting/Details/603623843
23/11/2020,Monday,19/11/2020 10:00:00 AM,,22/11/2020 04:00:00 PM,Results Finalised,Day,Warrnambool,https://fasttrack.grv.org.au/Meeting/Details/603623844
24/11/2020,Tuesday,20/11/2020 10:30:00 AM,,24/11/2020 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/559398239
24/11/2020,Tuesday,20/11/2020 11:00:00 AM,,24/11/2020 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/559398240
24/11/2020,Tuesday,20/11/2020 12:30:00 PM,,23/11/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/595411462
25/11/2020,Wednesday,23/11/2020 12:30:00 PM,,24/11/2020 04:00:00 PM,Results Finalised,Day,Meadows (MEP),https://fasttrack.grv.org.au/Meeting/Details/559398241
03/12/2020,Thursday,07/12/2020 11:00:00 AM,,03/12/2020 08:30:00 AM,Results Finalised,Twilight,Warragul,https://fasttrack.grv.org.au/Meeting/Details/603508108
03/12/2020,Thursday,07/12/2020 11:00:00 AM,,03/12/2020 08:30:00 AM,Results Finalised,Twilight,Horsham,https://fasttrack.grv.org.au/Meeting/Details/603508119
03/12/2020,Thursday,30/11/2020 10:30:00 AM,,02/12/2020 04:00:00 PM,Results Finalised,Day,Shepparton,https://fasttrack.grv.org.au/Meeting/Details/603508128
04/12/2020,Friday,01/12/2020 10:00:00 AM,,04/12/2020 08:30:00 AM,Results Finalised,Night,Geelong,https://fasttrack.grv.org.au/Meeting/Details/559398300
04/12/2020,Friday,01/12/2020 10:00:00 AM,,04/12/2020 08:30:00 AM,Results Finalised,Night,Warragul,https://fasttrack.grv.org.au/Meeting/Details/559398301
04/12/2020,Friday,02/12/2020 09:00:00 AM,,03/12/2020 04:00:00 PM,Results Finalised,Day,Healesville,https://fasttrack.grv.org.au/Meeting/Details/559398302
